state,year,quarter,district,count,amount
odisha,2023,3,sundargarh,1333,1836241.0
odisha,2023,3,anugul,1115,1539544.0
odisha,2023,3,kendujhar,813,1245367.0
odisha,2023,3,baleshwar,730,1006763.0
odisha,2023,3,sambalpur,720,993849.0
odisha,2023,3,jajapur,715,1079031.0
odisha,2023,3,puri,634,959197.0
odisha,2023,4,khordha,5909,9220158.0
odisha,2023,4,cuttack,1778,2754968.0
odisha,2023,4,sundargarh,1694,2874571.0
odisha,2023,4,ganjam,1678,2575993.0
odisha,2023,4,anugul,1457,2073307.0
odisha,2023,4,kendujhar,1149,1904341.0
odisha,2023,4,baleshwar,956,1362963.0
odisha,2023,4,mayurbhanj,857,1488275.0
odisha,2023,4,jajapur,840,1318491.0
odisha,2023,4,sambalpur,838,1369197.0
odisha,2021,1,khordha,1758,1051292.0
odisha,2021,1,cuttack,774,374548.0
odisha,2021,1,ganjam,565,282036.0
odisha,2021,1,sundargarh,457,297104.0
odisha,2021,1,baleshwar,368,163193.0
odisha,2021,1,puri,316,137810.0
odisha,2021,1,kendujhar,315,171881.0
odisha,2021,1,sambalpur,269,143633.0
odisha,2021,1,jajapur,269,132672.0
odisha,2021,1,anugul,269,140111.0
odisha,2021,2,khordha,1626,1331503.0
odisha,2021,2,cuttack,671,422317.0
odisha,2021,2,ganjam,587,334882.0
odisha,2021,2,sundargarh,457,383308.0
odisha,2021,2,baleshwar,347,222150.0
odisha,2021,2,jajapur,298,251008.0
odisha,2021,2,kendujhar,294,283026.0
odisha,2021,2,mayurbhanj,290,298588.0
odisha,2021,2,sambalpur,285,209756.0
odisha,2021,2,anugul,282,195220.0
odisha,2021,3,khordha,1726,1334699.0
odisha,2021,3,cuttack,758,575078.0
odisha,2021,3,ganjam,586,468221.0
odisha,2021,3,sundargarh,465,388014.0
odisha,2021,3,baleshwar,378,261707.0
odisha,2021,3,anugul,353,308712.0
odisha,2021,3,jajapur,297,178752.0
odisha,2021,3,kendujhar,274,221453.0
odisha,2021,3,sambalpur,266,203664.0
odisha,2021,3,puri,251,138734.0
odisha,2021,4,khordha,2185,2421437.0
odisha,2021,4,cuttack,868,914110.0
odisha,2021,4,ganjam,533,718272.0
odisha,2021,4,sundargarh,406,664481.0
odisha,2021,4,baleshwar,394,379386.0
odisha,2021,4,kendujhar,351,478448.0
odisha,2021,4,jajapur,347,404602.0
odisha,2021,4,sambalpur,337,384838.0
odisha,2021,4,anugul,333,494511.0
odisha,2021,4,mayurbhanj,294,360368.0
odisha,2020,2,khordha,948,176670.0
odisha,2020,2,ganjam,235,49936.0
odisha,2020,2,cuttack,221,46452.0
odisha,2020,2,baleshwar,154,32694.0
odisha,2020,2,sundargarh,145,30108.0
odisha,2020,2,sambalpur,110,23412.0
odisha,2020,2,jajapur,97,21660.0
odisha,2020,2,puri,93,19503.0
odisha,2020,2,anugul,92,18236.0
odisha,2020,2,rayagada,84,16524.0
odisha,2020,3,khordha,2540,565649.0
odisha,2020,3,cuttack,953,236027.0
odisha,2020,3,ganjam,765,176071.0
odisha,2020,3,sundargarh,602,150334.0
odisha,2020,3,kendujhar,480,101824.0
odisha,2020,3,jajapur,431,93403.0
odisha,2020,3,baleshwar,429,97503.0
odisha,2020,3,sambalpur,382,104804.0
odisha,2020,3,puri,376,85225.0
odisha,2020,3,mayurbhanj,331,83843.0
odisha,2020,4,khordha,1675,954884.0
odisha,2020,4,cuttack,765,455694.0
odisha,2020,4,ganjam,602,320130.0
odisha,2020,4,sundargarh,376,244881.0
odisha,2020,4,jajapur,300,152053.0
odisha,2020,4,baleshwar,294,153833.0
odisha,2020,4,puri,286,111526.0
odisha,2020,4,kendujhar,264,141631.0
odisha,2020,4,anugul,251,167432.0
odisha,2020,4,sambalpur,225,119248.0
madhya-pradesh,2022,1,indore,3338,4391052.0
madhya-pradesh,2022,1,bhopal,1432,2382094.0
madhya-pradesh,2022,1,gwalior,794,1131189.0
madhya-pradesh,2022,1,jabalpur,694,992911.0
madhya-pradesh,2022,1,ujjain,541,675707.0
madhya-pradesh,2022,1,satna,393,533125.0
madhya-pradesh,2022,1,dewas,334,486386.0
madhya-pradesh,2022,1,chhindwara,333,633829.0
madhya-pradesh,2022,1,singrauli,325,496325.0
madhya-pradesh,2022,1,rewa,311,438555.0
madhya-pradesh,2022,2,indore,3158,4107710.0
madhya-pradesh,2022,2,bhopal,1558,2101745.0
madhya-pradesh,2022,2,gwalior,888,1206830.0
madhya-pradesh,2022,2,jabalpur,676,1002513.0
madhya-pradesh,2022,2,ujjain,501,637321.0
madhya-pradesh,2022,2,dhar,430,467154.0
madhya-pradesh,2022,2,rewa,389,563082.0
madhya-pradesh,2022,2,satna,388,524950.0
madhya-pradesh,2022,2,dewas,352,461324.0
madhya-pradesh,2022,2,chhindwara,344,537424.0
madhya-pradesh,2022,3,indore,4843,5899749.0
madhya-pradesh,2022,3,bhopal,2666,3738867.0
madhya-pradesh,2022,3,gwalior,1415,1706159.0
madhya-pradesh,2022,3,jabalpur,1193,1547332.0
madhya-pradesh,2022,3,ujjain,715,922071.0
madhya-pradesh,2022,3,dhar,640,783991.0
madhya-pradesh,2022,3,rewa,596,753227.0
madhya-pradesh,2022,3,chhindwara,555,773408.0
madhya-pradesh,2022,3,singrauli,550,768082.0
madhya-pradesh,2022,3,dewas,549,773666.0
madhya-pradesh,2022,4,indore,6547,8985121.0
madhya-pradesh,2022,4,bhopal,3485,5566909.0
madhya-pradesh,2022,4,gwalior,1685,2252079.0
madhya-pradesh,2022,4,jabalpur,1665,2299836.0
madhya-pradesh,2022,4,ujjain,984,1329724.0
madhya-pradesh,2022,4,dhar,819,1072410.0
madhya-pradesh,2022,4,rewa,763,1104619.0
madhya-pradesh,2022,4,singrauli,697,1173189.0
madhya-pradesh,2022,4,dewas,688,1057408.0
madhya-pradesh,2022,4,chhindwara,668,1051247.0
madhya-pradesh,2024,1,indore,9490,15586503.0
madhya-pradesh,2024,1,bhopal,5388,11329217.0
madhya-pradesh,2024,1,gwalior,3433,5623360.0
madhya-pradesh,2024,1,jabalpur,2549,4066952.0
madhya-pradesh,2024,1,rewa,1631,2471021.0
madhya-pradesh,2024,1,ujjain,1518,2343292.0
madhya-pradesh,2024,1,satna,1456,2062376.0
madhya-pradesh,2024,1,dhar,1389,1926999.0
madhya-pradesh,2024,1,chhindwara,1385,2251979.0
madhya-pradesh,2024,1,singrauli,1358,2129465.0
madhya-pradesh,2024,2,indore,8230,14342486.0
madhya-pradesh,2024,2,bhopal,4787,10605399.0
madhya-pradesh,2024,2,gwalior,2602,4170026.0
madhya-pradesh,2024,2,jabalpur,2012,3801138.0
madhya-pradesh,2024,2,ujjain,1241,2152248.0
madhya-pradesh,2024,2,rewa,1205,2184457.0
madhya-pradesh,2024,2,singrauli,1125,2037202.0
madhya-pradesh,2024,2,satna,1077,1715112.0
madhya-pradesh,2024,2,dhar,1074,1524207.0
madhya-pradesh,2024,2,sagar,997,1834823.0
madhya-pradesh,2024,3,indore,9351,16156973.0
madhya-pradesh,2024,3,bhopal,5361,10874148.0
madhya-pradesh,2024,3,gwalior,2819,4482119.0
madhya-pradesh,2024,3,jabalpur,2324,4387540.0
madhya-pradesh,2024,3,ujjain,1345,2229400.0
madhya-pradesh,2024,3,dhar,1125,1876194.0
madhya-pradesh,2024,3,singrauli,1013,1721022.0
madhya-pradesh,2024,3,sagar,994,1800213.0
madhya-pradesh,2024,3,rewa,994,1672916.0
madhya-pradesh,2024,3,dewas,947,1734088.0
madhya-pradesh,2024,4,indore,12551,20489191.0
madhya-pradesh,2024,4,bhopal,6824,13581645.0
madhya-pradesh,2024,4,gwalior,3295,5826629.0
madhya-pradesh,2024,4,jabalpur,2990,5021258.0
madhya-pradesh,2024,4,ujjain,1912,2998654.0
madhya-pradesh,2024,4,dhar,1715,2324249.0
madhya-pradesh,2024,4,dewas,1461,2413920.0
madhya-pradesh,2024,4,rewa,1410,2486511.0
madhya-pradesh,2024,4,singrauli,1388,2396658.0
madhya-pradesh,2024,4,sagar,1367,2395068.0
madhya-pradesh,2023,1,indore,6662,9887936.0
madhya-pradesh,2023,1,bhopal,3165,5789402.0
madhya-pradesh,2023,1,gwalior,1736,2695086.0
madhya-pradesh,2023,1,jabalpur,1402,2452155.0
madhya-pradesh,2023,1,ujjain,794,1187404.0
madhya-pradesh,2023,1,rewa,717,1186749.0
madhya-pradesh,2023,1,satna,661,1098544.0
madhya-pradesh,2023,1,dewas,622,1005752.0
madhya-pradesh,2023,1,dhar,604,1027283.0
madhya-pradesh,2023,1,chhindwara,577,1241862.0
madhya-pradesh,2023,2,indore,6566,10108928.0
madhya-pradesh,2023,2,bhopal,2915,5555218.0
madhya-pradesh,2023,2,gwalior,1884,2604139.0
madhya-pradesh,2023,2,jabalpur,1365,2481121.0
madhya-pradesh,2023,2,ujjain,955,1561934.0
madhya-pradesh,2023,2,rewa,710,1245605.0
madhya-pradesh,2023,2,chhindwara,693,1304073.0
madhya-pradesh,2023,2,satna,684,1054444.0
madhya-pradesh,2023,2,dhar,663,914779.0
madhya-pradesh,2023,2,dewas,607,1018985.0
madhya-pradesh,2023,3,indore,6387,9795734.0
madhya-pradesh,2023,3,bhopal,3313,6161923.0
madhya-pradesh,2023,3,gwalior,2069,2813452.0
madhya-pradesh,2023,3,jabalpur,1596,2667756.0
madhya-pradesh,2023,3,ujjain,970,1468543.0
madhya-pradesh,2023,3,rewa,789,1121774.0
madhya-pradesh,2023,3,singrauli,786,1315955.0
madhya-pradesh,2023,3,dhar,737,1069689.0
madhya-pradesh,2023,3,sagar,727,1199223.0
madhya-pradesh,2023,3,satna,682,1048846.0
madhya-pradesh,2023,4,indore,8973,14811181.0
madhya-pradesh,2023,4,bhopal,4820,10356323.0
madhya-pradesh,2023,4,gwalior,2406,3696991.0
madhya-pradesh,2023,4,jabalpur,2097,3671676.0
madhya-pradesh,2023,4,ujjain,1426,2472234.0
madhya-pradesh,2023,4,rewa,1230,2047419.0
madhya-pradesh,2023,4,singrauli,1059,1987863.0
madhya-pradesh,2023,4,dhar,999,1572785.0
madhya-pradesh,2023,4,sagar,994,1748842.0
madhya-pradesh,2023,4,dewas,958,1883618.0
madhya-pradesh,2021,1,indore,2373,1044072.0
madhya-pradesh,2021,1,bhopal,1322,583286.0
madhya-pradesh,2021,1,gwalior,630,303050.0
madhya-pradesh,2021,1,jabalpur,601,303438.0
madhya-pradesh,2021,1,ujjain,580,180839.0
madhya-pradesh,2021,1,dhar,497,132946.0
madhya-pradesh,2021,1,dewas,451,132348.0
madhya-pradesh,2021,1,chhindwara,386,159947.0
madhya-pradesh,2021,1,satna,369,153320.0
madhya-pradesh,2021,1,ratlam,360,106113.0
madhya-pradesh,2021,2,indore,2409,1643068.0
madhya-pradesh,2021,2,bhopal,1609,1026663.0
madhya-pradesh,2021,2,gwalior,733,524171.0
madhya-pradesh,2021,2,jabalpur,581,371266.0
madhya-pradesh,2021,2,ujjain,479,275694.0
madhya-pradesh,2021,2,dewas,478,257393.0
madhya-pradesh,2021,2,dhar,445,242729.0
madhya-pradesh,2021,2,satna,421,352758.0
madhya-pradesh,2021,2,betul,405,265449.0
madhya-pradesh,2021,2,sagar,395,337878.0
madhya-pradesh,2021,3,indore,2349,1551659.0
madhya-pradesh,2021,3,bhopal,983,700198.0
madhya-pradesh,2021,3,gwalior,512,475936.0
madhya-pradesh,2021,3,dhar,438,254560.0
madhya-pradesh,2021,3,jabalpur,429,329648.0
madhya-pradesh,2021,3,ujjain,415,193371.0
madhya-pradesh,2021,3,chhindwara,389,301402.0
madhya-pradesh,2021,3,dewas,348,222915.0
madhya-pradesh,2021,3,ratlam,329,122806.0
madhya-pradesh,2021,3,rewa,287,228592.0
madhya-pradesh,2021,4,indore,3226,3536081.0
madhya-pradesh,2021,4,bhopal,1534,1918374.0
madhya-pradesh,2021,4,gwalior,879,1082459.0
madhya-pradesh,2021,4,jabalpur,672,791859.0
madhya-pradesh,2021,4,ujjain,524,561237.0
madhya-pradesh,2021,4,satna,392,499763.0
madhya-pradesh,2021,4,chhindwara,372,497400.0
madhya-pradesh,2021,4,sagar,357,376821.0
madhya-pradesh,2021,4,dewas,347,392812.0
madhya-pradesh,2021,4,singrauli,334,521508.0
madhya-pradesh,2020,2,indore,1839,307509.0
madhya-pradesh,2020,2,bhopal,1085,192080.0
madhya-pradesh,2020,2,jabalpur,326,60929.0
madhya-pradesh,2020,2,gwalior,243,46280.0
madhya-pradesh,2020,2,ujjain,178,35526.0
madhya-pradesh,2020,2,dewas,155,32391.0
madhya-pradesh,2020,2,dhar,131,28292.0
madhya-pradesh,2020,2,sagar,131,28964.0
madhya-pradesh,2020,2,khargone,124,26301.0
madhya-pradesh,2020,2,betul,115,22406.0
madhya-pradesh,2020,3,indore,2651,650508.0
madhya-pradesh,2020,3,bhopal,1645,396267.0
madhya-pradesh,2020,3,jabalpur,849,232913.0
madhya-pradesh,2020,3,gwalior,786,197464.0
madhya-pradesh,2020,3,dewas,519,173166.0
madhya-pradesh,2020,3,dhar,466,102051.0
madhya-pradesh,2020,3,ujjain,435,99084.0
madhya-pradesh,2020,3,sagar,362,93543.0
madhya-pradesh,2020,3,chhindwara,329,83081.0
madhya-pradesh,2020,3,rewa,319,78774.0
madhya-pradesh,2020,4,indore,1712,912031.0
madhya-pradesh,2020,4,bhopal,1097,587203.0
madhya-pradesh,2020,4,gwalior,477,314023.0
madhya-pradesh,2020,4,jabalpur,455,263094.0
madhya-pradesh,2020,4,ujjain,397,170342.0
madhya-pradesh,2020,4,dhar,359,123734.0
madhya-pradesh,2020,4,chhindwara,304,115853.0
madhya-pradesh,2020,4,satna,284,149067.0
madhya-pradesh,2020,4,dewas,282,115156.0
madhya-pradesh,2020,4,betul,267,96761.0
rajasthan,2022,1,jaipur,6330,8534407.0
rajasthan,2022,1,jodhpur,1579,2182907.0
rajasthan,2022,1,alwar,1331,1943529.0
rajasthan,2022,1,sikar,1200,1723978.0
rajasthan,2022,1,ganganagar,807,1448963.0
rajasthan,2022,1,udaipur,758,1088768.0
rajasthan,2022,1,bikaner,741,908042.0
rajasthan,2022,1,kota,710,957885.0
rajasthan,2022,1,ajmer,669,1095855.0
rajasthan,2022,1,barmer,662,919482.0
rajasthan,2022,2,jaipur,7224,9069667.0
rajasthan,2022,2,alwar,1666,2268591.0
rajasthan,2022,2,jodhpur,1574,2204996.0
rajasthan,2022,2,sikar,1118,1606708.0
rajasthan,2022,2,kota,920,1224304.0
rajasthan,2022,2,ajmer,893,1202104.0
rajasthan,2022,2,bikaner,859,1206661.0
rajasthan,2022,2,jhunjhunu,828,1313835.0
rajasthan,2022,2,udaipur,814,1133288.0
rajasthan,2022,2,ganganagar,751,1296746.0
rajasthan,2022,3,jaipur,9778,11871696.0
rajasthan,2022,3,alwar,2493,2970381.0
rajasthan,2022,3,jodhpur,2043,2861790.0
rajasthan,2022,3,sikar,1480,2195021.0
rajasthan,2022,3,kota,1411,1671898.0
rajasthan,2022,3,jhunjhunu,1240,2050268.0
rajasthan,2022,3,udaipur,1238,1763298.0
rajasthan,2022,3,ajmer,1195,1567682.0
rajasthan,2022,3,ganganagar,1100,1892703.0
rajasthan,2022,3,bhilwara,981,1240218.0
rajasthan,2022,4,jaipur,12312,16383317.0
rajasthan,2022,4,alwar,2869,3867232.0
rajasthan,2022,4,jodhpur,2263,3457703.0
rajasthan,2022,4,sikar,1791,3139214.0
rajasthan,2022,4,udaipur,1772,2748375.0
rajasthan,2022,4,kota,1639,2364806.0
rajasthan,2022,4,jhunjhunu,1423,2464003.0
rajasthan,2022,4,ajmer,1353,2049928.0
rajasthan,2022,4,bikaner,1227,1771787.0
rajasthan,2022,4,hanumangarh,1134,1845039.0
rajasthan,2024,1,jaipur,15526,26905546.0
rajasthan,2024,1,alwar,4286,6766046.0
rajasthan,2024,1,jodhpur,3508,6749880.0
rajasthan,2024,1,sikar,2623,5193783.0
rajasthan,2024,1,ganganagar,2347,5232086.0
rajasthan,2024,1,jhunjhunu,2299,4068476.0
rajasthan,2024,1,kota,2292,3842208.0
rajasthan,2024,1,udaipur,2158,3678832.0
rajasthan,2024,1,ajmer,1935,3335578.0
rajasthan,2024,1,barmer,1744,2433015.0
rajasthan,2024,2,jaipur,15812,26736985.0
rajasthan,2024,2,alwar,3664,5322993.0
rajasthan,2024,2,jodhpur,3196,6029033.0
rajasthan,2024,2,kota,2418,3944904.0
rajasthan,2024,2,sikar,2409,4497042.0
rajasthan,2024,2,jhunjhunu,2123,3734651.0
rajasthan,2024,2,ganganagar,2057,4376293.0
rajasthan,2024,2,udaipur,1994,3479737.0
rajasthan,2024,2,ajmer,1903,3397263.0
rajasthan,2024,2,bhilwara,1497,2217047.0
rajasthan,2024,3,jaipur,15969,25033274.0
rajasthan,2024,3,kota,3056,4466816.0
rajasthan,2024,3,jaipur rural,2943,4881552.0
rajasthan,2024,3,sikar,2773,5021518.0
rajasthan,2024,3,jodhpur,2647,5065224.0
rajasthan,2024,3,udaipur,2283,3764539.0
rajasthan,2024,3,jhunjhunu,2187,3604609.0
rajasthan,2024,3,ajmer,1828,3150883.0
rajasthan,2024,3,sri ganganagar,1591,3319667.0
rajasthan,2024,3,alwar,1530,2372803.0
rajasthan,2024,4,jaipur,17081,28322938.0
rajasthan,2024,4,jaipur rural,3460,5851560.0
rajasthan,2024,4,kota,3101,5002136.0
rajasthan,2024,4,sikar,2795,5214468.0
rajasthan,2024,4,jodhpur,2734,5715302.0
rajasthan,2024,4,udaipur,2461,4537156.0
rajasthan,2024,4,jhunjhunu,2446,4319408.0
rajasthan,2024,4,khairthal tijara,2106,2924729.0
rajasthan,2024,4,alwar,1925,3251565.0
rajasthan,2024,4,ajmer,1920,3602110.0
rajasthan,2023,1,jaipur,10690,16192985.0
rajasthan,2023,1,alwar,2501,3861598.0
rajasthan,2023,1,jodhpur,1835,3649973.0
rajasthan,2023,1,sikar,1621,3088894.0
rajasthan,2023,1,ganganagar,1361,3188557.0
rajasthan,2023,1,kota,1343,2111503.0
rajasthan,2023,1,jhunjhunu,1258,2545389.0
rajasthan,2023,1,udaipur,1236,2381337.0
rajasthan,2023,1,ajmer,1145,2363147.0
rajasthan,2023,1,hanumangarh,905,2288348.0
rajasthan,2023,2,jaipur,11344,16436901.0
rajasthan,2023,2,alwar,2566,3803390.0
rajasthan,2023,2,jodhpur,2104,3840402.0
rajasthan,2023,2,sikar,1665,2894145.0
rajasthan,2023,2,kota,1583,2355864.0
rajasthan,2023,2,udaipur,1395,2244456.0
rajasthan,2023,2,jhunjhunu,1364,2586470.0
rajasthan,2023,2,ganganagar,1338,2918807.0
rajasthan,2023,2,ajmer,1135,1987074.0
rajasthan,2023,2,bikaner,1056,1718469.0
rajasthan,2023,3,jaipur,12126,17396150.0
rajasthan,2023,3,alwar,2985,4117855.0
rajasthan,2023,3,jodhpur,2226,3899276.0
rajasthan,2023,3,kota,1815,2640773.0
rajasthan,2023,3,sikar,1700,3072011.0
rajasthan,2023,3,jhunjhunu,1560,2794205.0
rajasthan,2023,3,udaipur,1530,2516943.0
rajasthan,2023,3,ganganagar,1375,2796149.0
rajasthan,2023,3,ajmer,1264,2227826.0
rajasthan,2023,3,bhilwara,1120,1640986.0
rajasthan,2023,4,jaipur,14759,25167653.0
rajasthan,2023,4,alwar,3719,6055979.0
rajasthan,2023,4,jodhpur,2664,5759170.0
rajasthan,2023,4,kota,2256,3768494.0
rajasthan,2023,4,sikar,2239,5113462.0
rajasthan,2023,4,jhunjhunu,2045,4010722.0
rajasthan,2023,4,udaipur,2003,3871070.0
rajasthan,2023,4,ajmer,1592,3250093.0
rajasthan,2023,4,ganganagar,1568,3815148.0
rajasthan,2023,4,bhilwara,1273,2336387.0
rajasthan,2021,1,jaipur,4630,2056318.0
rajasthan,2021,1,alwar,1374,702678.0
rajasthan,2021,1,jodhpur,1008,474191.0
rajasthan,2021,1,sikar,742,378829.0
rajasthan,2021,1,bhilwara,741,293861.0
rajasthan,2021,1,ajmer,719,351130.0
rajasthan,2021,1,udaipur,644,318832.0
rajasthan,2021,1,kota,634,215422.0
rajasthan,2021,1,pali,574,266723.0
rajasthan,2021,1,jhunjhunu,557,280401.0
rajasthan,2021,2,jaipur,4282,3189878.0
rajasthan,2021,2,alwar,1447,1251855.0
rajasthan,2021,2,jodhpur,1019,655973.0
rajasthan,2021,2,sikar,893,863040.0
rajasthan,2021,2,kota,763,480268.0
rajasthan,2021,2,bhilwara,707,465142.0
rajasthan,2021,2,ajmer,683,484523.0
rajasthan,2021,2,udaipur,656,394234.0
rajasthan,2021,2,jhunjhunu,637,695473.0
rajasthan,2021,2,barmer,582,492616.0
rajasthan,2021,3,jaipur,4107,3228729.0
rajasthan,2021,3,alwar,1263,1120837.0
rajasthan,2021,3,jodhpur,877,617194.0
rajasthan,2021,3,sikar,727,674166.0
rajasthan,2021,3,ajmer,696,470044.0
rajasthan,2021,3,bhilwara,681,368721.0
rajasthan,2021,3,kota,651,446337.0
rajasthan,2021,3,ganganagar,611,435175.0
rajasthan,2021,3,udaipur,572,467711.0
rajasthan,2021,3,jhunjhunu,550,591963.0
rajasthan,2021,4,jaipur,5571,6278712.0
rajasthan,2021,4,jodhpur,1244,1426171.0
rajasthan,2021,4,alwar,1202,1830570.0
rajasthan,2021,4,sikar,1040,1370606.0
rajasthan,2021,4,kota,806,885949.0
rajasthan,2021,4,jhunjhunu,773,1052974.0
rajasthan,2021,4,ganganagar,714,957294.0
rajasthan,2021,4,udaipur,658,873749.0
rajasthan,2021,4,barmer,639,679196.0
rajasthan,2021,4,bikaner,628,678924.0
rajasthan,2020,2,jaipur,2009,379106.0
rajasthan,2020,2,alwar,603,120908.0
rajasthan,2020,2,jodhpur,370,74457.0
rajasthan,2020,2,kota,243,45338.0
rajasthan,2020,2,udaipur,213,40962.0
rajasthan,2020,2,ajmer,147,32501.0
rajasthan,2020,2,bharatpur,146,30801.0
rajasthan,2020,2,sikar,127,30963.0
rajasthan,2020,2,ganganagar,116,24302.0
rajasthan,2020,2,bikaner,112,24203.0
rajasthan,2020,3,jaipur,4428,1131777.0
rajasthan,2020,3,jaisalmer,1083,233487.0
rajasthan,2020,3,alwar,1035,261133.0
rajasthan,2020,3,jodhpur,758,198679.0
rajasthan,2020,3,bhilwara,638,149854.0
rajasthan,2020,3,ajmer,568,143975.0
rajasthan,2020,3,kota,536,122291.0
rajasthan,2020,3,udaipur,529,144376.0
rajasthan,2020,3,sikar,480,118409.0
rajasthan,2020,3,jhunjhunu,378,105105.0
rajasthan,2020,4,jaipur,3318,1641429.0
rajasthan,2020,4,alwar,900,476373.0
rajasthan,2020,4,jodhpur,782,420880.0
rajasthan,2020,4,bhilwara,512,159165.0
rajasthan,2020,4,sikar,493,344638.0
rajasthan,2020,4,udaipur,489,236748.0
rajasthan,2020,4,ajmer,443,218975.0
rajasthan,2020,4,kota,430,247397.0
rajasthan,2020,4,pali,362,181805.0
rajasthan,2020,4,nagaur,356,180876.0
andhra-pradesh,2022,1,visakhapatnam,5196,6953446.0
andhra-pradesh,2022,1,krishna,3914,5279784.0
andhra-pradesh,2022,1,east godavari,3605,5199664.0
andhra-pradesh,2022,1,chittoor,2887,4304499.0
andhra-pradesh,2022,1,guntur,2748,3988284.0
andhra-pradesh,2022,1,west godavari,1991,3109555.0
andhra-pradesh,2022,1,spsr nellore,1878,2608475.0
andhra-pradesh,2022,1,prakasam,1797,2181402.0
andhra-pradesh,2022,1,anantapur,1551,2556602.0
andhra-pradesh,2022,1,ysr,1439,2086496.0
andhra-pradesh,2022,2,visakhapatnam,5851,7046107.0
andhra-pradesh,2022,2,krishna,4578,5733009.0
andhra-pradesh,2022,2,guntur,3115,3979873.0
andhra-pradesh,2022,2,east godavari,3103,3899091.0
andhra-pradesh,2022,2,chittoor,2836,4207850.0
andhra-pradesh,2022,2,west godavari,2141,2903957.0
andhra-pradesh,2022,2,spsr nellore,2063,2686947.0
andhra-pradesh,2022,2,prakasam,1962,2331922.0
andhra-pradesh,2022,2,anantapur,1794,2729962.0
andhra-pradesh,2022,2,ysr,1418,1920103.0
andhra-pradesh,2022,3,visakhapatnam,6720,7779967.0
andhra-pradesh,2022,3,krishna,5529,6149431.0
andhra-pradesh,2022,3,guntur,4431,5271211.0
andhra-pradesh,2022,3,east godavari,4355,5505134.0
andhra-pradesh,2022,3,chittoor,3729,5145111.0
andhra-pradesh,2022,3,spsr nellore,2593,3257610.0
andhra-pradesh,2022,3,west godavari,2314,3113617.0
andhra-pradesh,2022,3,prakasam,2137,2552054.0
andhra-pradesh,2022,3,anantapur,1934,2719786.0
andhra-pradesh,2022,3,ysr,1892,2559169.0
andhra-pradesh,2022,4,visakhapatnam,7636,9911879.0
andhra-pradesh,2022,4,krishna,5484,6977122.0
andhra-pradesh,2022,4,guntur,5199,6244165.0
andhra-pradesh,2022,4,chittoor,4641,6166050.0
andhra-pradesh,2022,4,east godavari,4450,5856052.0
andhra-pradesh,2022,4,spsr nellore,2733,3658896.0
andhra-pradesh,2022,4,west godavari,2623,3513389.0
andhra-pradesh,2022,4,anantapur,2425,3710468.0
andhra-pradesh,2022,4,prakasam,2400,2848596.0
andhra-pradesh,2022,4,ysr,2261,2993022.0
andhra-pradesh,2024,1,visakhapatnam,9034,12016206.0
andhra-pradesh,2024,1,krishna,5888,7907881.0
andhra-pradesh,2024,1,east godavari,5344,6899327.0
andhra-pradesh,2024,1,chittoor,4784,6901394.0
andhra-pradesh,2024,1,guntur,4613,5985992.0
andhra-pradesh,2024,1,spsr nellore,2931,3961012.0
andhra-pradesh,2024,1,west godavari,2808,4029842.0
andhra-pradesh,2024,1,anantapur,2194,3722783.0
andhra-pradesh,2024,1,ysr,1935,2972264.0
andhra-pradesh,2024,1,kurnool,1916,2727094.0
andhra-pradesh,2024,2,visakhapatnam,9077,12170419.0
andhra-pradesh,2024,2,krishna,5321,7539878.0
andhra-pradesh,2024,2,east godavari,4730,6812370.0
andhra-pradesh,2024,2,guntur,3946,6093685.0
andhra-pradesh,2024,2,chittoor,3925,6646337.0
andhra-pradesh,2024,2,spsr nellore,2708,4456805.0
andhra-pradesh,2024,2,west godavari,2505,3448213.0
andhra-pradesh,2024,2,prakasam,2008,2858214.0
andhra-pradesh,2024,2,anantapur,1868,3445825.0
andhra-pradesh,2024,2,kurnool,1664,2836292.0
andhra-pradesh,2024,3,visakhapatnam,8553,12088761.0
andhra-pradesh,2024,3,ntr,4856,6761184.0
andhra-pradesh,2024,3,guntur,3703,5419362.0
andhra-pradesh,2024,3,tirupati,3517,5808106.0
andhra-pradesh,2024,3,sri potti sriramulu nellore,2386,3626372.0
andhra-pradesh,2024,3,kakinada,2269,3477318.0
andhra-pradesh,2024,3,east godavari,2001,3116536.0
andhra-pradesh,2024,3,anakapalli,1792,2253638.0
andhra-pradesh,2024,3,vizianagaram,1608,2223183.0
andhra-pradesh,2024,3,chittoor,1432,2748351.0
andhra-pradesh,2024,4,visakhapatnam,9897,13254184.0
andhra-pradesh,2024,4,ntr,7077,8504106.0
andhra-pradesh,2024,4,tirupati,4169,6081241.0
andhra-pradesh,2024,4,guntur,4159,5517638.0
andhra-pradesh,2024,4,sri potti sriramulu nellore,3193,4050293.0
andhra-pradesh,2024,4,kakinada,2905,3879273.0
andhra-pradesh,2024,4,east godavari,2499,3119010.0
andhra-pradesh,2024,4,prakasam,2499,2645564.0
andhra-pradesh,2024,4,anakapalli,2018,2214934.0
andhra-pradesh,2024,4,vizianagaram,1926,1988306.0
andhra-pradesh,2023,1,visakhapatnam,6752,9502319.0
andhra-pradesh,2023,1,krishna,4693,6275818.0
andhra-pradesh,2023,1,east godavari,4069,5915626.0
andhra-pradesh,2023,1,guntur,3542,4957590.0
andhra-pradesh,2023,1,chittoor,3284,5677174.0
